latency,numerals,selected,correct,RT,time,name,age,grid
400,4,1_3_4_9,1_3_4_9,1,2013-04-01 13:26:12.717141,CAT,13,0-1_0-3_0-6_0-2
300,4,3_9_8_5,3_5_8_9,1,2013-04-01 13:26:20.373411,CAT,13,4-5_4-7_3-3_0-7
300,4,2_5_7_3,2_3_5_7,1,2013-04-01 13:26:26.986429,CAT,13,4-7_0-6_4-4_1-4
300,4,4_6_7_8,4_6_7_8,1,2013-04-01 13:26:33.432413,CAT,13,3-0_1-0_0-0_2-3
210,4,1_8_5_7,1_5_7_8,1,2013-04-01 13:26:46.918963,CAT,13,2-2_3-5_4-7_1-4
1000,3,2_9_5,2_5_9,1,2013-04-01 13:27:37.817782,SEC,5,2-7_3-0_4-4
1000,4,1_7_8_3,1_3_7_8,1,2013-04-01 13:27:42.931866,SEC,5,3-3_3-1_2-3_1-4
1000,5,1_8_3_9_6,1_3_6_8_9,1,2013-04-01 13:27:51.468127,SEC,5,3-1_2-3_4-7_4-0_1-5
1000,9,1_4_2_7_5_3_9_8_6,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:28:04.557656,SEC,5,4-6_0-7_1-5_0-5_3-7_4-0_1-7_3-0_3-1
1000,4,2_7_3_9,2_3_7_9,1,2013-04-01 13:28:12.205211,SEC,5,0-3_1-5_0-4_4-6
1000,4,1_2_4_8,1_2_4_8,1,2013-04-01 13:28:22.036516,SEC,5,2-1_0-5_0-1_2-6
800,4,3_7_5_2,2_3_5_7,1,2013-04-01 13:28:30.648727,SEC,5,4-7_0-5_2-6_1-5
800,4,7_3_6_4,3_4_6_7,1,2013-04-01 13:28:36.133842,SEC,5,1-0_1-6_0-0_4-4
1000,3,3_7_8,3_7_8,1,2013-04-01 13:30:20.566967,IZZ,05,4-2_3-7_3-2
1000,4,4_6_9_8,4_6_8_9,1,2013-04-01 13:30:27.476109,IZZ,05,4-1_2-6_1-2_1-4
1000,5,1_2_3_7_5,1_2_3_5_7,1,2013-04-01 13:30:41.175119,IZZ,05,2-7_3-2_2-3_2-6_2-5
1000,9,1_5_2_6_8_7_3_9_4,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:30:51.782118,IZZ,05,3-4_4-0_1-1_1-4_4-3_4-1_2-1_3-3_1-0
1000,4,2_6_8_9,2_6_8_9,1,2013-04-01 13:31:00.803518,IZZ,05,4-6_3-2_0-1_4-1
800,4,4_7_8_6,4_6_7_8,1,2013-04-01 13:31:08.890521,IZZ,05,3-0_1-3_2-6_3-6
800,4,4_8_9_7,4_7_8_9,1,2013-04-01 13:31:15.733916,IZZ,05,4-3_0-3_2-3_0-7
800,4,1_2_6_7,1_2_6_7,1,2013-04-01 13:31:24.808336,IZZ,05,0-3_1-3_4-4_3-7
600,4,1_3_4_7,1_3_4_7,1,2013-04-01 13:31:41.977320,IZZ,05,0-7_0-2_0-6_0-0
400,4,3_6_5_7,3_5_6_7,1,2013-04-01 13:31:53.927879,IZZ,05,2-1_3-6_4-6_0-0
1000,3,1_2_9,1_2_9,1,2013-04-01 13:42:59.011673,KPP,6,0-0_2-3_4-7
1000,4,2_6_4_7,2_4_6_7,1,2013-04-01 13:43:08.077882,KPP,6,0-6_4-0_3-1_4-6
1000,5,2_7_5_9_3,2_3_5_7_9,1,2013-04-01 13:43:19.339762,KPP,6,0-0_4-7_0-5_1-3_0-7
1000,9,1_7_5_6_2_8_9_4_3,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:43:29.961331,KPP,6,0-4_2-5_4-1_2-1_1-5_1-6_0-7_4-5_4-6
1000,4,6_5_2_9,2_5_6_9,1,2013-04-01 13:43:38.118587,KPP,6,3-0_1-3_0-1_4-1
1000,4,1_2_4_8,1_2_4_8,1,2013-04-01 13:43:48.134635,KPP,6,4-5_2-0_0-4_3-3
800,4,1_2_6_8,1_2_6_8,1,2013-04-01 13:43:57.107845,KPP,6,0-0_3-6_4-6_2-6
600,4,3_6_9_8,3_6_8_9,1,2013-04-01 13:44:05.819152,KPP,6,2-1_2-4_0-1_2-5
600,4,4_5_7_8,4_5_7_8,1,2013-04-01 13:44:14.831820,KPP,6,3-2_0-5_0-6_1-0
400,4,3_4_2_7,2_3_4_7,1,2013-04-01 13:44:22.265297,KPP,6,1-2_0-1_1-4_1-0
1000,3,1_3_6,1_3_6,1,2013-04-01 13:44:45.796259,TFG,2,0-6_1-3_2-7
1000,4,1_8_5_6,1_5_6_8,1,2013-04-01 13:44:52.163224,TFG,2,3-1_0-6_1-6_3-4
1000,5,1_2_4_7_8,1_2_4_7_8,1,2013-04-01 13:45:02.858880,TFG,2,0-2_0-6_3-1_1-5_4-2
1000,9,1_2_7_8_6_3_5_4_9,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:45:14.117795,TFG,2,0-7_0-2_2-1_4-1_1-3_2-0_3-3_1-1_4-5
1000,4,3_4_2_6,2_3_4_6,1,2013-04-01 13:45:19.747718,TFG,2,4-1_0-0_0-4_3-7
1000,4,1_3_4_8,1_3_4_8,1,2013-04-01 13:45:25.572673,TFG,2,0-1_1-5_3-0_3-5
800,4,1_3_5_8,1_3_5_8,1,2013-04-01 13:45:34.359522,TFG,2,4-4_4-7_2-6_3-7
600,4,4_9_8_7,4_7_8_9,1,2013-04-01 13:45:44.761502,TFG,2,1-6_0-6_4-1_3-3
600,4,4_8_7_9,4_7_8_9,1,2013-04-01 13:45:50.611697,TFG,2,1-1_2-6_4-2_3-2
1000,3,7_4_2,2_4_7,1,2013-04-01 13:52:33.607322,MAC,7,3-3_3-2_4-1
1000,4,5_6_8_7,5_6_7_8,1,2013-04-01 13:52:41.380202,MAC,7,1-0_4-1_2-6_1-2
1000,5,1_5_9_4_8,1_4_5_8_9,1,2013-04-01 13:52:47.073255,MAC,7,1-1_3-5_1-2_4-5_1-5
1000,9,3_7_5_6_8_9_2_1_4,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:52:54.619518,MAC,7,0-5_0-4_4-0_0-6_0-1_3-5_3-1_2-7_1-5
1000,3,3_8_9,3_8_9,1,2013-04-01 13:54:46.508334,DEB,25,4-0_2-7_4-7
1000,4,2_4_5_9,2_4_5_9,1,2013-04-01 13:54:51.672563,DEB,25,4-4_2-6_2-0_0-6
1000,5,1_2_4_5_7,1_2_4_5_7,1,2013-04-01 13:54:59.833848,DEB,25,3-7_2-7_0-1_3-0_0-4
1000,9,1_2_3_4_7_8_6_5_9,1_2_3_4_5_6_7_8_9,1,2013-04-01 13:55:11.038047,DEB,25,2-0_0-6_0-5_1-1_0-0_1-4_0-3_1-0_3-1
1000,4,3_7_8_9,3_7_8_9,1,2013-04-01 13:55:19.614344,DEB,25,2-0_0-5_1-1_4-2
800,4,2_3_7_8,2_3_7_8,1,2013-04-01 13:55:24.895684,DEB,25,1-2_3-4_2-7_0-6
600,4,4_5_7_9,4_5_7_9,1,2013-04-01 13:55:30.496978,DEB,25,0-4_3-1_4-0_1-0
400,4,1_2_8_5,1_2_5_8,1,2013-04-01 13:55:35.380138,DEB,25,1-4_2-4_0-1_2-7
400,4,1_5_6_7,1_5_6_7,1,2013-04-01 13:55:41.617543,DEB,25,4-1_3-6_4-0_1-3
300,4,5_6_8_9,5_6_8_9,1,2013-04-01 13:55:49.704562,DEB,25,0-3_3-3_0-7_3-7
210,4,2_3_6_7,2_3_6_7,1,2013-04-01 13:55:57.228027,DEB,25,2-1_2-3_3-5_3-6
1000,5,1_5_4_6_7,1_4_5_6_7,1,2013-04-01 13:56:04.197027,DEB,25,4-7_3-6_4-3_3-2_2-7
1000,5,1_3_4_7_8,1_3_4_7_8,1,2013-04-01 13:56:10.504148,DEB,25,1-4_0-5_1-1_3-5_2-6
800,5,2_4_5_8_6,2_4_5_6_8,1,2013-04-01 13:56:17.037224,DEB,25,1-6_2-4_1-7_3-2_0-1
1000,3,3_7_5,3_5_7,1,2013-04-01 14:04:55.276978,BEN,8,0-2_1-6_1-4
1000,4,2_4_5_8,2_4_5_8,1,2013-04-01 14:05:02.289546,BEN,8,2-1_0-3_2-4_4-5
1000,5,2_3_5_6_9,2_3_5_6_9,1,2013-04-01 14:05:08.698310,BEN,8,3-4_4-2_2-1_4-5_3-6
1000,9,1_6_9_2_8_4_7_5_3,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:05:16.430679,BEN,8,1-3_3-5_0-6_3-4_0-4_4-5_1-4_2-5_4-4
1000,4,3_4_5_6,3_4_5_6,1,2013-04-01 14:05:22.392957,BEN,8,0-0_4-3_1-5_2-7
800,4,3_6_2_7,2_3_6_7,1,2013-04-01 14:05:28.900897,BEN,8,1-7_0-5_2-4_1-5
800,4,1_4_7_3,1_3_4_7,1,2013-04-01 14:05:34.124394,BEN,8,3-0_0-0_1-7_1-3
800,4,3_5_8_9,3_5_8_9,1,2013-04-01 14:05:40.528107,BEN,8,0-6_1-6_4-0_0-0
600,4,1_2_9_4,1_2_4_9,1,2013-04-01 14:05:48.679639,BEN,8,0-7_3-3_2-7_4-5
1000,3,3_5_7,3_5_7,1,2013-04-01 14:07:04.790740,DAI,5,1-2_1-4_0-3
1000,4,2_4_8_7,2_4_7_8,1,2013-04-01 14:07:10.813506,DAI,5,2-2_3-3_4-7_3-0
1000,5,1_2_3_5_6,1_2_3_5_6,1,2013-04-01 14:07:17.130539,DAI,5,0-5_0-1_2-5_2-7_1-0
1000,9,1_7_2_3_5_4_8_9_6,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:07:27.432252,DAI,5,2-5_4-7_0-6_1-4_0-4_3-0_4-2_1-1_4-0
1000,4,1_2_5_8,1_2_5_8,1,2013-04-01 14:07:37.507470,DAI,5,3-3_1-5_0-7_4-6
800,4,2_5_7_8,2_5_7_8,1,2013-04-01 14:07:44.057034,DAI,5,1-0_1-3_1-1_3-1
600,4,3_5_6_9,3_5_6_9,1,2013-04-01 14:07:49.686683,DAI,5,2-7_2-3_1-6_4-1
400,4,2_3_6_7,2_3_6_7,1,2013-04-01 14:07:55.680663,DAI,5,1-1_4-5_1-2_4-0
300,4,2_3_6_4,2_3_4_6,1,2013-04-01 14:08:02.354329,DAI,5,0-5_2-6_4-0_1-6
300,4,1_2_4_7,1_2_4_7,1,2013-04-01 14:08:09.065388,DAI,5,1-2_1-7_0-0_3-7
210,4,2_7_4_6,2_4_6_7,1,2013-04-01 14:08:16.487458,DAI,5,2-4_0-7_1-1_1-7
210,4,7_2_4_9,2_4_7_9,1,2013-04-01 14:08:21.443230,DAI,5,4-3_3-0_4-2_1-0
1000,3,1_3_5,1_3_5,1,2013-04-01 14:09:37.937353,DAD,40,1-6_0-5_3-1
1000,4,2_4_5_8,2_4_5_8,1,2013-04-01 14:09:48.852625,DAD,40,0-6_3-2_4-5_0-4
1000,5,1_3_4_6_8,1_3_4_6_8,1,2013-04-01 14:09:56.407353,DAD,40,2-3_4-3_1-0_2-5_4-2
1000,9,1_2_9_8_4_6_7_5_3,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:10:09.477197,DAD,40,2-7_0-5_1-7_0-2_3-6_3-1_2-2_0-7_2-3
1000,4,2_3_5_7,2_3_5_7,1,2013-04-01 14:10:18.857475,DAD,40,1-1_0-1_4-0_2-3
800,4,1_2_5_8,1_2_5_8,1,2013-04-01 14:10:24.788197,DAD,40,1-7_4-4_2-4_2-1
600,4,3_9_7_6,3_6_7_9,1,2013-04-01 14:10:36.194562,DAD,40,1-3_2-3_3-2_0-7
600,4,1_5_7_8,1_5_7_8,1,2013-04-01 14:10:43.115537,DAD,40,4-4_0-0_1-6_1-1
400,4,1_6_4_8,1_4_6_8,1,2013-04-01 14:10:50.931931,DAD,40,4-6_2-0_0-0_2-6
400,4,4_5_9_7,4_5_7_9,1,2013-04-01 14:10:56.098600,DAD,40,4-6_4-0_2-5_0-4
1000,3,3_8_5,3_5_8,1,2013-04-01 14:11:22.953041,ALF,5,3-6_0-0_0-2
1000,4,1_4_2_5,1_2_4_5,1,2013-04-01 14:11:37.937035,ALF,5,1-0_0-7_2-5_1-4
1000,5,1_3_4_6_9,1_3_4_6_9,1,2013-04-01 14:11:54.970847,ALF,5,0-3_2-1_3-6_3-4_0-4
1000,9,1_6_4_2_9_3_7_8_5,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:12:05.157687,ALF,5,4-1_0-3_0-1_1-3_3-3_3-6_1-1_2-1_0-4
1000,4,7_1_5_8,1_5_7_8,1,2013-04-01 14:12:14.393336,ALF,5,2-6_0-4_1-2_1-4
1000,4,7_6_4_2,2_4_6_7,1,2013-04-01 14:12:20.458268,ALF,5,4-3_4-2_3-5_2-2
1000,4,2_5_7_9,2_5_7_9,1,2013-04-01 14:12:34.718602,ALF,5,3-4_3-0_0-7_2-2
800,4,1_5_7_4,1_4_5_7,1,2013-04-01 14:12:41.280500,ALF,5,2-5_4-3_0-4_0-6
1000,3,6_7_8,6_7_8,1,2013-04-01 14:13:20.178243,AJT,12,1-0_4-5_2-6
1000,4,1_3_8_9,1_3_8_9,1,2013-04-01 14:13:31.925534,AJT,12,3-4_4-7_2-7_1-2
1000,5,1_2_7_6_8,1_2_6_7_8,1,2013-04-01 14:13:46.677334,AJT,12,1-4_3-1_4-7_3-7_1-7
1000,9,1_2_3_4_9_5_6_7_8,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:14:10.668475,AJT,12,4-0_1-0_4-6_1-5_2-3_3-1_4-5_4-1_3-3
1000,4,1_3_7_9,1_3_7_9,1,2013-04-01 14:14:21.259518,AJT,12,4-4_3-7_0-1_0-5
800,4,2_3_6_7,2_3_6_7,1,2013-04-01 14:14:32.703153,AJT,12,2-4_1-3_0-6_4-0
600,4,1_2_5_6,1_2_5_6,1,2013-04-01 14:14:39.093184,AJT,12,2-5_0-4_0-3_1-3
400,4,2_8_7_3,2_3_7_8,1,2013-04-01 14:14:53.614509,AJT,12,3-4_0-2_2-4_1-0
400,4,2_5_7_8,2_5_7_8,1,2013-04-01 14:15:03.111156,AJT,12,3-6_3-0_4-0_1-6
300,4,6_8_1_4,1_4_6_8,1,2013-04-01 14:15:09.620123,AJT,12,0-1_1-4_4-0_2-1
300,4,7_5_9_4,4_5_7_9,1,2013-04-01 14:15:17.601001,AJT,12,1-3_0-2_2-5_0-3
1000,3,2_6_8,2_6_8,1,2013-04-01 14:15:45.913645,NPP,5,3-4_4-7_2-0
1000,4,3_4_6_8,3_4_6_8,1,2013-04-01 14:15:54.889803,NPP,5,3-4_2-4_1-0_1-7
1000,5,1_2_4_5_8,1_2_4_5_8,1,2013-04-01 14:16:00.835960,NPP,5,3-3_4-6_4-3_2-5_2-4
1000,9,1_3_2_9_8_7_5_4_6,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:16:14.205136,NPP,5,4-3_0-7_1-2_0-4_4-2_3-6_3-3_2-1_3-2
1000,4,1_5_6_9,1_5_6_9,1,2013-04-01 14:16:20.212738,NPP,5,0-2_1-6_2-1_1-1
800,4,6_7_8_9,6_7_8_9,1,2013-04-01 14:16:25.357205,NPP,5,4-4_2-4_0-0_2-7
600,4,2_3_6_7,2_3_6_7,1,2013-04-01 14:16:30.749527,NPP,5,0-0_0-1_2-3_1-2
400,4,1_3_5_7,1_3_5_7,1,2013-04-01 14:16:35.673615,NPP,5,3-6_2-7_4-0_3-3
300,4,5_2_8_9,2_5_8_9,1,2013-04-01 14:16:41.098166,NPP,5,4-4_1-5_1-4_3-4
300,4,4_1_6_5,1_4_5_6,1,2013-04-01 14:16:47.345944,NPP,5,3-7_3-6_3-2_0-0
300,4,1_4_5_7,1_4_5_7,1,2013-04-01 14:16:53.195911,NPP,5,3-5_3-2_0-2_0-6
210,4,1_2_5_9,1_2_5_9,1,2013-04-01 14:16:57.314437,NPP,5,1-5_0-2_1-6_0-7
1000,5,1_2_4_5_9,1_2_4_5_9,1,2013-04-01 14:17:03.078707,NPP,5,4-4_0-3_2-6_3-0_1-3
800,5,2_4_5_7_8,2_4_5_7_8,1,2013-04-01 14:17:11.495113,NPP,5,0-6_4-7_3-3_1-5_0-7
600,5,1_2_4_5_8,1_2_4_5_8,1,2013-04-01 14:17:16.724497,NPP,5,3-6_2-2_1-1_3-0_3-3
400,5,2_3_4_6_8,2_3_4_6_8,1,2013-04-01 14:17:23.395337,NPP,5,2-3_2-7_2-6_2-4_0-6
300,5,1_2_7_8_9,1_2_7_8_9,1,2013-04-01 14:17:28.415010,NPP,5,3-3_2-2_4-3_0-4_2-3
210,5,7_5_9_6_3,3_5_6_7_9,1,2013-04-01 14:17:33.308211,NPP,5,3-5_1-0_1-5_3-6_3-2
1000,3,3_7_5,3_5_7,1,2013-04-01 14:18:32.167504,MEG,16,0-3_0-5_2-0
1000,4,2_9_7_6,2_6_7_9,1,2013-04-01 14:18:41.785634,MEG,16,1-0_1-3_3-1_2-4
1000,5,9_8_6_1_7,1_6_7_8_9,1,2013-04-01 14:19:11.991978,MEG,16,4-1_3-4_3-0_2-6_0-4
1000,9,3_2_1_4_5_6_9_7_8,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:19:24.405880,MEG,16,2-3_4-5_0-0_0-3_3-2_3-0_4-0_3-7_1-0
1000,4,1_4_7_6,1_4_6_7,1,2013-04-01 14:19:30.970886,MEG,16,0-0_3-4_1-5_1-2
1000,4,2_7_9_5,2_5_7_9,1,2013-04-01 14:19:38.099366,MEG,16,4-0_1-2_1-1_0-5
1000,4,1_3_9_5,1_3_5_9,1,2013-04-01 14:19:46.452171,MEG,16,4-2_3-6_4-0_0-3
1000,3,1_2_9,1_2_9,1,2013-04-01 14:20:53.591764,LOL,10,0-1_2-6_4-1
1000,4,2_6_8_7,2_6_7_8,1,2013-04-01 14:21:01.478568,LOL,10,4-3_3-5_0-6_0-7
1000,5,1_2_5_9_7,1_2_5_7_9,1,2013-04-01 14:21:12.104396,LOL,10,1-4_0-1_2-7_3-4_1-0
1000,9,1_3_7_8_5_4_9_2_6,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:21:21.325149,LOL,10,1-3_2-7_4-3_0-6_1-5_3-7_2-2_3-2_1-6
1000,4,3_6_8_5,3_5_6_8,1,2013-04-01 14:21:27.674470,LOL,10,1-2_3-4_4-2_2-3
1000,4,1_2_5_7,1_2_5_7,1,2013-04-01 14:21:34.297207,LOL,10,0-0_3-6_0-4_0-6
800,4,6_2_4_9,2_4_6_9,1,2013-04-01 14:21:41.446875,LOL,10,4-1_3-4_1-2_0-6
800,4,1_2_4_9,1_2_4_9,1,2013-04-01 14:21:46.791529,LOL,10,0-4_3-1_2-3_4-4
600,4,1_5_8_6,1_5_6_8,1,2013-04-01 14:21:54.611338,LOL,10,4-5_3-3_2-7_1-2
1000,3,1_5_7,1_5_7,1,2013-04-01 14:22:15.117011,LOL,98,3-5_4-4_1-3
1000,4,6_2_9_3,2_3_6_9,1,2013-04-01 14:22:22.272152,LOL,98,4-6_3-3_1-1_2-3
1000,5,4_5_2_8_9,2_4_5_8_9,1,2013-04-01 14:22:28.218210,LOL,98,1-0_0-7_2-4_0-2_4-1
1000,9,1_2_7_5_8_6_4_3_9,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:22:35.595182,LOL,98,0-6_2-6_1-0_2-1_2-4_4-3_1-4_3-4_0-1
1000,4,1_3_9_8,1_3_8_9,1,2013-04-01 14:22:41.444755,LOL,98,3-3_3-6_4-1_3-2
1000,4,7_8_9_1,1_7_8_9,1,2013-04-01 14:22:48.725506,LOL,98,4-7_1-2_1-5_2-5
1000,4,1_2_5_6,1_2_5_6,1,2013-04-01 14:22:55.197752,LOL,98,3-3_2-7_2-6_2-3
800,4,2_4_6_8,2_4_6_8,1,2013-04-01 14:23:03.051620,LOL,98,3-4_1-0_0-5_3-6
600,4,1_2_7_8,1_2_7_8,1,2013-04-01 14:23:13.919810,LOL,98,0-5_4-7_2-6_1-6
400,4,5_2_8_6,2_5_6_8,1,2013-04-01 14:23:21.613523,LOL,98,0-3_2-6_1-1_4-2
1000,3,1_3_4,1_3_4,1,2013-04-01 14:26:35.194882,APE,47,4-3_0-3_3-7
1000,4,1_5_7_9,1_5_7_9,1,2013-04-01 14:26:39.933897,APE,47,0-2_1-1_3-4_3-1
1000,5,3_4_5_8_9,3_4_5_8_9,1,2013-04-01 14:26:45.176516,APE,47,2-7_4-4_2-3_2-0_2-5
1000,9,1_2_4_8_7_9_6_5_3,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:26:53.570046,APE,47,2-3_0-4_2-0_2-4_0-1_4-3_2-6_1-4_3-5
1000,4,2_4_8_9,2_4_8_9,1,2013-04-01 14:27:02.004452,APE,47,3-5_2-7_0-7_0-2
800,4,1_2_5_8,1_2_5_8,1,2013-04-01 14:27:06.788363,APE,47,4-2_3-1_2-1_1-6
600,4,1_3_5_9,1_3_5_9,1,2013-04-01 14:27:11.690272,APE,47,3-7_3-1_4-4_4-6
400,4,3_4_5_7,3_4_5_7,1,2013-04-01 14:27:16.316610,APE,47,0-4_3-3_4-3_0-1
300,4,3_5_7_2,2_3_5_7,1,2013-04-01 14:27:21.355669,APE,47,4-7_0-5_4-6_1-2
300,4,2_4_9_7,2_4_7_9,1,2013-04-01 14:27:27.326647,APE,47,4-1_1-7_3-2_1-2
300,4,1_4_3_6,1_3_4_6,1,2013-04-01 14:27:33.175727,APE,47,3-1_2-0_4-2_3-6
1000,3,1_3_8,1_3_8,1,2013-04-01 14:28:00.829322,APE,47,1-1_2-6_4-6
1000,4,2_3_5_6,2_3_5_6,1,2013-04-01 14:28:06.093457,APE,47,0-2_4-3_2-0_2-4
1000,5,1_2_3_5_7,1_2_3_5_7,1,2013-04-01 14:28:12.058811,APE,47,1-7_2-7_3-2_3-0_3-7
1000,9,1_2_3_5_6_7_4_9_8,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:28:22.656585,APE,47,4-1_3-4_1-6_2-7_2-2_2-5_1-1_1-7_4-0
1000,4,1_3_5_9,1_3_5_9,1,2013-04-01 14:28:28.618148,APE,47,4-4_4-0_0-5_2-5
800,4,1_6_7_8,1_6_7_8,1,2013-04-01 14:28:35.062289,APE,47,0-5_3-6_3-5_4-5
600,4,3_6_7_9,3_6_7_9,1,2013-04-01 14:28:40.656435,APE,47,4-6_2-4_1-5_3-2
400,4,1_3_2_4,1_2_3_4,1,2013-04-01 14:28:45.261852,APE,47,2-7_0-1_1-0_0-0
400,4,1_3_5_9,1_3_5_9,1,2013-04-01 14:28:50.753021,APE,47,3-6_1-6_3-4_1-1
300,4,2_4_5_6,2_4_5_6,1,2013-04-01 14:28:56.059394,APE,47,2-7_3-2_3-1_0-1
210,4,4_5_6_8,4_5_6_8,1,2013-04-01 14:29:01.841485,APE,47,1-1_3-5_0-6_2-0
1000,5,1_3_4_6_9,1_3_4_6_9,1,2013-04-01 14:29:10.237834,APE,47,0-6_3-4_1-4_1-2_2-0
800,5,5_6_7_1_8,1_5_6_7_8,1,2013-04-01 14:29:17.214248,APE,47,4-7_1-5_1-6_0-4_4-6
800,5,2_5_8_7_9,2_5_7_8_9,1,2013-04-01 14:29:24.664984,APE,47,1-3_1-6_0-2_3-2_4-0
1000,3,3_8_9,3_8_9,1,2013-04-01 14:29:56.890518,MKI,77,1-1_4-7_1-0
1000,4,4_5_8_9,4_5_8_9,1,2013-04-01 14:30:03.794676,MKI,77,3-6_4-6_3-1_0-2
1000,5,1_2_3_6_8,1_2_3_6_8,1,2013-04-01 14:30:10.706707,MKI,77,4-3_4-1_2-2_1-6_2-7
1000,9,1_2_3_9_5_6_4_8_7,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:30:19.783900,MKI,77,0-3_1-3_3-5_2-1_1-4_1-1_4-7_0-1_2-0
1000,4,4_2_8_9,2_4_8_9,1,2013-04-01 14:30:28.439688,MKI,77,4-7_3-6_1-4_0-0
1000,4,2_3_8_9,2_3_8_9,1,2013-04-01 14:30:33.020901,MKI,77,4-3_3-2_3-5_4-4
800,4,3_6_7_9,3_6_7_9,1,2013-04-01 14:30:38.526366,MKI,77,2-2_1-6_3-7_3-2
600,4,1_5_7_9,1_5_7_9,1,2013-04-01 14:30:43.655142,MKI,77,0-3_3-7_4-7_0-2
400,4,2_4_8_5,2_4_5_8,1,2013-04-01 14:30:49.821095,MKI,77,1-0_2-2_4-7_0-6
400,4,1_5_6_9,1_5_6_9,1,2013-04-01 14:30:57.895789,MKI,77,2-0_3-7_0-1_3-4
300,4,1_4_3_5,1_3_4_5,1,2013-04-01 14:31:03.283975,MKI,77,3-6_0-1_1-7_3-1
1000,3,2_8_7,2_7_8,1,2013-04-01 14:31:41.452761,ABB,13,1-7_2-0_1-0
1000,4,3_5_6_2,2_3_5_6,1,2013-04-01 14:31:46.573838,ABB,13,4-5_1-4_3-3_4-4
1000,5,1_2_3_6_5,1_2_3_5_6,1,2013-04-01 14:31:56.182217,ABB,13,2-3_1-6_0-7_4-1_0-3
1000,9,1_3_2_4_9_5_7_6_8,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:32:10.431453,ABB,13,1-2_3-2_3-0_2-1_0-2_2-5_3-7_0-7_1-0
1000,3,8_1_2,1_2_8,1,2013-04-01 14:47:54.514951,JES,12,3-6_1-6_4-3
1000,4,6_8_9_2,2_6_8_9,1,2013-04-01 14:48:01.944304,JES,12,4-6_2-1_2-7_3-7
1000,5,9_5_4_3_7,3_4_5_7_9,1,2013-04-01 14:48:14.763900,JES,12,4-0_4-6_3-6_0-0_1-5
1000,9,9_5_2_3_7_4_1_6_8,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:48:23.535828,JES,12,4-5_1-2_0-3_3-4_2-1_4-7_3-3_2-7_2-2
1000,4,7_4_5_8,4_5_7_8,1,2013-04-01 14:48:28.779309,JES,12,2-2_0-2_4-1_0-3
1000,4,7_3_1_2,1_2_3_7,1,2013-04-01 14:48:36.614048,JES,12,0-7_0-3_4-1_2-5
1000,4,5_9_3_1,1_3_5_9,1,2013-04-01 14:48:42.987646,JES,12,3-7_2-2_3-0_2-3
1000,3,3_4_9,3_4_9,1,2013-04-01 14:49:06.837740,JES,7,3-2_2-1_2-3
1000,4,5_1_4_7,1_4_5_7,1,2013-04-01 14:49:15.475472,JES,7,1-4_4-5_3-0_4-1
1000,5,5_6_4_7_9,4_5_6_7_9,1,2013-04-01 14:49:33.425905,JES,7,2-2_2-0_1-2_3-1_3-5
1000,9,8_4_7_5_3_6_2_9_1,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:49:40.915569,JES,7,4-7_0-7_3-3_2-0_4-0_4-5_2-1_1-0_1-7
1000,4,1_7_5_9,1_5_7_9,1,2013-04-01 14:49:48.150395,JES,7,0-0_2-4_0-1_0-7
1000,4,1_5_7_9,1_5_7_9,1,2013-04-01 14:49:54.937374,JES,7,4-3_3-4_1-4_3-6
800,4,1_6_8_9,1_6_8_9,1,2013-04-01 14:49:59.337117,JES,7,4-3_0-6_3-2_2-1
600,4,1_8_7_4,1_4_7_8,1,2013-04-01 14:50:03.574666,JES,7,4-4_1-4_2-4_0-4
600,4,1_2_6_8,1_2_6_8,1,2013-04-01 14:50:09.550930,JES,7,3-6_2-3_4-0_1-7
400,4,2_6_5_8,2_5_6_8,1,2013-04-01 14:50:17.083365,JES,7,2-5_2-1_1-7_0-5
1000,3,6_8_9,6_8_9,1,2013-04-01 14:50:41.665494,CJS,9,2-5_4-6_4-1
1000,4,3_6_7_8,3_6_7_8,1,2013-04-01 14:50:47.547928,CJS,9,4-2_1-3_4-7_0-2
1000,5,1_3_5_2_9,1_2_3_5_9,1,2013-04-01 14:50:55.336931,CJS,9,2-5_0-7_3-1_0-0_2-2
1000,9,2_1_9_5_6_7_3_8_4,1_2_3_4_5_6_7_8_9,1,2013-04-01 14:51:03.025018,CJS,9,1-0_3-1_2-5_3-6_1-2_4-3_2-4_0-4_1-1
